category,text,urgency
FASILITAS,"ruangan di gedung b hampir setiap kelas selalu ada kursi yang tidak punya meja atau mejanya ancur. kalau hanya duduk mungkin bisa, tapi untuk mencatat saat pembelajaran sedanh berlangsung itu bgt menyulitkan.",SEDANG
AKADEMIK,"krs matkul yang tersedia tidak sesuai kurikulum, mhs jadi bingung",TINGGI
LAINNYA,"gerbang gerbang 2 sering macet di satu pintu saja, tidak aman soalnya siapa saja bisa masuk",SEDANG
FASILITAS,ruangan ruang kls lantai 2 gelap soalnya sering turun saklarnya,RENDAH
JARINGAN_IT,"bandwidth wifi kampus sering habis di jam sibuk, susah download materi kls",TINGGI
LAINNYA,sampah di area kampus menumpuk saat hari libur,RENDAH
KEMAHASISWAAN,"pengurusan dokumen beasiswa butuh seminggu lebih, bgt lama",TINGGI
AKADEMIK,portal mhs sering datanya hilang waktu saat uts/uas,KRITIS
JARINGAN_IT,"sinyal di lab kimia bgt lemah, kls online jadi terganggu",RENDAH
KEMAHASISWAAN,"organisasi kurang dukungan dari kampus, mhs jadi tidak berkembang",RENDAH
AKADEMIK,"jadwal kls gaada pemberitahuan resmi, banyak yang ketinggalan informasi",RENDAH
JARINGAN_IT,"internet di gedung fh lemot parah, susah download materi kls",TINGGI
AKADEMIK,"website portal mhs tidak user friendly, mhs rugi bgt",RENDAH
FASILITAS,"banyak kursi di gedung a lantai 3 yang banyak yang hilang, capek bgt dikelas",RENDAH
FASILITAS,plafon di ruangan 1.2 gedung d sudah retak sehingga saya kurang konsen belajar soalnya khawatir plafonnya roboh,RENDAH
FASILITAS,"wc gedung b lantai 3 tidak terawat, bgt mengganggu aktivitas",RENDAH
LAINNYA,"kantin area food court harganya mahal, susah makan siang",RENDAH
AKADEMIK,"sistem siakad bgt tidak user-friendly, nilai terancam",TINGGI
KEMAHASISWAAN,"program wirausaha mhs kuota yang terlalu sedikit, mhs kurang diuntungkan",RENDAH
JARINGAN_IT,"sinyal di auditorium bgt lemah, gabisa akses internet sama sekali",RENDAH
FASILITAS,"gaada lift/eskalator di gedung fisip, padahal bgt dibutuhkan",RENDAH
JARINGAN_IT,internet di perpus sering putus padahal butuh buat download materi,TINGGI
FASILITAS,"min semua gedung punya wc bahkan tiap lantai.....,tapi cuma 1 wc yg bisa dipakai.....cuma wc di gedung a lantai 1 itupun cuma satu bilik yang bagus, bahkan kunci pintunya ancur, airnya kadang ngga nyala, lampunya redup. wc yang lain cuma pajangan karna airnya tidak mengalir pokoknya ancur gabisa digunakan, tidak layak pakai.....kan capek tuh kalo ada matkul dilantai 3 gedung b tapi kalo kebelet harus jauh jauh ke gedung a lantai 1 padahal setiap lantai ada wc tapi tidak bergunaðŸ˜‘. kursi tiap kelas juga kadang kurang, ada yg ancur, ac nya dibeberapa ruangan kadang tidak berfungsi dengan baik, terkadang kalo mau pakai lcd harus matikan ac duluðŸ˜­ sekianðŸ™ðŸ™",SEDANG
JARINGAN_IT,"jaringan di prodi akuntansi sering putus-putus, susah akses internet",RENDAH
KEUANGAN,"informasi beasiswa mendadak diumumkan, hanya orang tertentu yang tahu",TINGGI
JARINGAN_IT,"bandwidth wifi kampus sering habis di jam sibuk, terpaksa pakai kuota sendiri",RENDAH
KEMAHASISWAAN,"program magang kampus merdeka tidak merata distribusinya, mhs kurang diuntungkan",RENDAH
AKADEMIK,"informasi jadwal seminar hanya dari mulut ke mulut, mhs dirugikan",RENDAH
LAINNYA,"gerbang gerbang 2 gaada sistem akses, tidak efisien",RENDAH
KEMAHASISWAAN,"informasi kompetisi mhs tidak disosialisasikan dengan baik, mhs banyak yang tidak tahu",RENDAH
JARINGAN_IT,koneksi di gedung fh putus-putus saat masa uts,TINGGI
LAINNYA,"kantin area food court tidak higienis, susah makan siang",RENDAH
KEMAHASISWAAN,"kegiatan program mentoring waktunya tidak pas, mhs jadi tidak antusias",RENDAH
FASILITAS,"wc gedung a lantai 3 airnya tidak mengalir sudah berhari-hari, harus nahan lama bgt",RENDAH
KEUANGAN,"pengumuman deadline pembayaran ukt hanya dari mulut ke mulut, mhs yang urgent jadi kesusahan",TINGGI
AKADEMIK,"jadwal kls gaada pemberitahuan resmi, stress bgt ngurusnya",RENDAH
JARINGAN_IT,koneksi di gedung c sering putus padahal butuh buat akses jurnal,RENDAH
AKADEMIK,"sistem krs gabisa diakses saat pengumuman nilai, mhs rugi bgt",TINGGI
JARINGAN_IT,"wifi gedung a lantai 1 kayak tidak dibayar, gabisa kumpul tugas online",RENDAH
KEMAHASISWAAN,"staff unit kemhsan julidnya keterlaluan, mhs jadi tidak nyaman",RENDAH
JARINGAN_IT,wifi nya lemot,SEDANG
KEMAHASISWAAN,"sosialisasi prosedur dokumen bgt kurang, banyak yang ketinggalan",RENDAH
KEUANGAN,"transparansi penggunaan dana ukt bgt minim, mhs tidak tahu siapa yang berhak",TINGGI
LAINNYA,"kebersihan sekitar parkiran gaada tempat sampah, tidak nyaman untuk beraktivitas",RENDAH
FASILITAS,"wc lab komputer tidak terawat, terpaksa ke gedung lain yang jauh",RENDAH
AKADEMIK,"web akademik gabisa diakses saat saat uts, tugas jadi terlelet",KRITIS
LAINNYA,gerbang gerbang 3 gaada satpam sehingga antrean panjang,SEDANG
AKADEMIK,"spada loadingnya lama bgt, susah akses materi kls",RENDAH
KEMAHASISWAAN,"minimnya minat berorganisasi mhs di era modern ini, yang memicu kurangnya mengalisis masalah internal maupun eksternal kampus, sehingga menimbulkan kejanggalan dan masalah yang bermacam-macam sering terjadi di lingkungan eksternal maupun internal kampus.",TINGGI
FASILITAS,"tangga fakultas teknik gaada pegangan, sering ada yang jatuh",RENDAH
FASILITAS,"kursi di gedung d udah lama kayunya sudah lapuk, kapan diganti?",RENDAH
AKADEMIK,"krs sering eror, proses jadi terlelet",TINGGI
AKADEMIK,"sistem portal mhs susah dinavigasi, nilai terancam",TINGGI
FASILITAS,"saklar di gedung b lantai 2 sering turun, jadi kls terganggu",RENDAH
AKADEMIK,"informasi informasi kkn hanya dari mulut ke mulut, mhs dirugikan",RENDAH
KEUANGAN,"pengumuman perubahan biaya mendadak bgt, menghambat proses akademik",RENDAH
KEMAHASISWAAN,"fasilitas lapangan olahraga fasilitasnya minim, mhs jadi kesal",RENDAH
LAINNYA,"lingkungan sekitar prodi matematika minim fasilitas publik, panas bgt siang hari",SEDANG
LAINNYA,"lapangan badminton ancur, mhs gabisa olahraga gratis",SEDANG
FASILITAS,"ac fakultas hukum hanya pajangan, sebgian sudah di perbaiki sih cuma masih belum maksimal, kami sudha bayar ukt kewajiban kami sudah kami penuhi. fakultas sudh menerima hak dan tolong kewajibannya segera di penuhi (penyediaan fasilitas yang memadai buat seluruh mhs fh uho)",TINGGI
FASILITAS,"plafon ruang kls lantai 2 bocor saat hujan, khawatir bisa kena mhs",RENDAH
FASILITAS,"banyak kursi di gedung fh yang rodanya hilang, gabisa fokus",RENDAH
AKADEMIK,"dosen tidak tepat waktu, tugas jadi terlelet",SEDANG
AKADEMIK,"dosen jarang masuk, belajar jadi terganggu",RENDAH
LAINNYA,"jalan di dekat auditorium gaada penerangan malam, kendaraan jadi ancur",SEDANG
JARINGAN_IT,"sinyal di lab biologi gaada sama sekali, kls online jadi terganggu",RENDAH
JARINGAN_IT,"internet di gedung a lantai 3 gabisa diandalkan, gabisa kumpul tugas online",RENDAH
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet aula lemot parah,SEDANG
FASILITAS,"banyak kursi di fakultas ekonomi yang banyak yang hilang, capek bgt dikelas",RENDAH
KEMAHASISWAAN,"staff bagian kemhsan melayani dengan malas-malasan, mhs jadi tidak nyaman",RENDAH
JARINGAN_IT,wifi di gedung fh kayak tidak dibayar apalagi semua mhs pakai,RENDAH
JARINGAN_IT,"sinyal di lab komputer bgt lemah, kls online jadi terganggu",RENDAH
FASILITAS,"lab matematika kondisinya pengap, mhs gabisa belajar maksimal",SEDANG
KEMAHASISWAAN,"sosialisasi hak dan kewajiban mhs tidak merata, banyak yang ketinggalan",RENDAH
FASILITAS,"plafon lab botani bocor saat hujan, khawatir celaka kalau tiba-tiba jatuh",RENDAH
LAINNYA,"gerbang 2 gaada sistem akses, sering terlelet kls",SEDANG
FASILITAS,"plafon ruangan 1.1 jelek parah, khawatir mhs tidak nyaman",RENDAH
KEMAHASISWAAN,"informasi kompetisi mhs tidak disebarkan merata, pengurusan jadi lama",RENDAH
KEMAHASISWAAN,"fasilitas ruang rapat mhs tidak layak, pengurusan jadi bgt lama",RENDAH
FASILITAS,"banyak kursi di gedung a lantai 1 yang kayunya sudah lapuk, capek bgt dikelas",RENDAH
AKADEMIK,"dosen tidak tepat waktu, belajar jadi terganggu",RENDAH
FASILITAS,"banyak kursi di gedung b lantai 2 yang gaada mejanya, gabisa fokus",RENDAH
KEMAHASISWAAN,"staff layanan administrasi mhs tidak responsif, mhs jadi tidak nyaman",RENDAH
JARINGAN_IT,"bandwidth wifi kampus kurang untuk semua mhs, tidak cukup untuk semua mhs",RENDAH
KEMAHASISWAAN,"organisasi tidak aktif, potensi mhs tersia-sia",RENDAH
JARINGAN_IT,server spada bapuk ga stabil waktu masa uts,KRITIS
KEUANGAN,"prosedur pengajuan keringanan ukt tidak transparan, mhs jadi bingung",TINGGI
JARINGAN_IT,"internet di gedung rektorat lemot parah, kls online terganggu",SEDANG
JARINGAN_IT,"sinyal seluler di aula bgt lemah, harus keluar dulu baru bisa internetan",RENDAH
JARINGAN_IT,"bandwidth wifi kampus kurang untuk semua mhs, kls online terganggu",RENDAH
JARINGAN_IT,koneksi di gedung a lantai 1 bapuk ga stabil padahal butuh buat akses spada,RENDAH
LAINNYA,"jalan di area antar gedung bergelombang, kendaraan jadi ancur",SEDANG
FASILITAS,"musola di fakultas teknik tempat wudhunya ancur, tolong diperhatikan",SEDANG
JARINGAN_IT,"koneksi internet aula lemot parah, gabisa akses spada",SEDANG
AKADEMIK,"informasi jadwal ujian mendadak, banyak yang ketinggalan informasi",TINGGI
KEUANGAN,"seleksi beasiswa tidak transparan, mhs kurang mampu dirugikan",TINGGI
AKADEMIK,"spada lemot parah, susah lihat nilai",SEDANG
FASILITAS,"lampu di lab komputer mipa sering turun saklarnya, ruangan jadi gelap",RENDAH
LAINNYA,gerbang gerbang 1 gaada sistem akses sehingga antrean panjang,SEDANG
AKADEMIK,"dosen jarang masuk, proses akademik terhambat",RENDAH
LAINNYA,"atm/ bank kampus sering eror, tidak praktis",TINGGI
JARINGAN_IT,koneksi di gedung rektorat lemot parah padahal butuh buat akses spada,SEDANG
AKADEMIK,"informasi jadwal ujian hanya dari mulut ke mulut, banyak yang ketinggalan informasi",TINGGI
FASILITAS,"pipa saluran ac di ruang kls lantai 2 bocor, kertas tugas basah semua",RENDAH
JARINGAN_IT,"wifi gedung b lantai 1 sering disconnect, tidak produktif di kampus",TINGGI
LAINNYA,"kantin area food court kampus tempatnya sempit dan panas, mhs susah makan siang",RENDAH
JARINGAN_IT,"wifi gedung a lantai 2 sering disconnect, susah download materi kls",TINGGI
KEUANGAN,"seleksi beasiswa tidak transparan, hanya orang tertentu yang tahu",TINGGI
JARINGAN_IT,koneksi di gedung b lantai 2 bapuk ga stabil padahal butuh buat video conference dengan dosen,RENDAH
FASILITAS,"kursi di prodi akuntansi udah lama rodanya hilang, kapan diganti?",RENDAH
FASILITAS,"fasilitas gedung a lantai 2 tidak memadai, kami sudah bayar ukt tepat waktu",TINGGI
FASILITAS,"gaada atm di prodi informatika, padahal bgt dibutuhkan",SEDANG
FASILITAS,aula gedung c kursinya sudah tidak layak pakai dan proyektornya ancur,SEDANG
AKADEMIK,"krs matkul yang tersedia tidak sesuai kurikulum, proses akademik jadi terlelet",TINGGI
LAINNYA,"jalan di dekat auditorium ancur parah berlubang-lubang, bisa bikin kecelakaan",KRITIS
KEUANGAN,"transparansi anggaran kegiatan mhs bgt minim, mhs tidak tahu siapa yang berhak",RENDAH
FASILITAS,"kursi di gedung a lantai 3 udah lama rodanya hilang, kapan diganti?",RENDAH
KEUANGAN,"masih terdapat pungli, seperti dosen menjual buku, yang tidak beli buku nilainya jelek",RENDAH
JARINGAN_IT,"sinyal di prodi matematika hilang timbul, gabisa upload tugas",SEDANG
FASILITAS,"lab kimia panas bgt soalnya netes airnya, mhs jadi malas masuk kls",RENDAH
FASILITAS,ruang kls lantai 2 kursinya gaada mejanya dan acnya juga mati,SEDANG
JARINGAN_IT,"jaringan di gedung fh bgt buruk, susah akses internet",RENDAH
JARINGAN_IT,server spada lelet bgt waktu jam kls,SEDANG
KEMAHASISWAAN,"layanan unit kemhsan responnya lelet, pengurusan jadi lama",SEDANG
FASILITAS,"gaada tempat duduk di lab biologi, padahal bgt dibutuhkan",RENDAH
KEMAHASISWAAN,"layanan layanan administrasi jarang beroperasi, pengurusan jadi lama",RENDAH
LAINNYA,"lapangan basket dikenakan biaya masuk yang tidak semestinya, gaada wadah kegiatan olahraga mhs",RENDAH
KEUANGAN,"prosedur pengajuan keringanan ukt bgt rumit dan berbelit, mhs yang urgent jadi kesusahan",KRITIS
LAINNYA,"jalan di dekat auditorium gaada penerangan malam, banjir waktu hujan",SEDANG
AKADEMIK,"bahan ajar harus beli sendiri, mhs jadi malas masuk kls",RENDAH
JARINGAN_IT,"wifi fakultas ekonomi lemot parah, susah download materi kls",TINGGI
KEUANGAN,"dana kkn jumlahnya tidak sesuai, mhs dirugikan",RENDAH
KEMAHASISWAAN,"program wirausaha mhs sosialisasinya kurang, mhs banyak yang tidak tahu",RENDAH
KEMAHASISWAAN,"layanan unit kemhsan tidak konsisten jam operasionalnya, pengurusan jadi bgt lama",RENDAH
KEMAHASISWAAN,"pengurusan surat keterangan aktif makan waktu berminggu-minggu, bgt tidak efisien",RENDAH
KEMAHASISWAAN,"kegiatan ospek informasinya tidak merata, mhs jadi tidak antusias",RENDAH
FASILITAS,"min, wc di auditorium kondisinya tidak terawat, tolong segera diperbaiki",RENDAH
KEUANGAN,"dana kegiatan mhs jumlahnya tidak sesuai, mhs dirugikan",RENDAH
LAINNYA,"kantin dekat gedung fisip tempatnya sempit dan panas, mhs susah makan siang",RENDAH
FASILITAS,"jendela lab matematika gaada gordennya, angin kencang masuk",SEDANG
AKADEMIK,"informasi informasi kkn hanya dari mulut ke mulut, mhs jadi bingung",SEDANG
FASILITAS,"wc lab biologi airnya tidak mengalir dari kemarin, tidak nyaman sama sekali",RENDAH
JARINGAN_IT,"wifi perpus pusat bapuk ga stabil, terpaksa pakai kuota sendiri",RENDAH
KEMAHASISWAAN,"program mentoring akademik sosialisasinya kurang, mhs banyak yang tidak tahu",RENDAH
AKADEMIK,sistem krs sering timeout terutama saat uas,KRITIS
FASILITAS,lahan parkir di gedung a lantai 1 banyak yang parkir sembarangan jadi sering telat kls,RENDAH
FASILITAS,"jendela aula gedung c gaada gordennya, silau bgt saat kls",RENDAH
FASILITAS,"wc gedung b banyak tidak berfungsi dengan baik, seperti pintu ancur dan air yang tidak mengalir",SEDANG
KEUANGAN,"lapangan bola yang sudah di percantik dikenakan pembayaran 10 ribu per sekali masuk walaupun itu mhs uho, seharusnya gratis",RENDAH
LAINNYA,"taman kampus tidak terawat, gaada tempat bersantai",RENDAH
FASILITAS,"plafon ruangan 2.3 sudah retak, khawatir celaka kalau tiba-tiba jatuh",RENDAH
FASILITAS,"wc prodi informatika airnya tidak mengalir, mhs jadi susah kalau kebelet",SEDANG
JARINGAN_IT,spada lemot bgt saat saat banyak pengguna,SEDANG
FASILITAS,"fasilitas gedung mipa sudah bgt ketinggalan, kami sudah bayar ukt tepat waktu",TINGGI
FASILITAS,"ac gedung a lantai 2 cuma pajangan, berisik bgt padahal masa bayar ukt tapi fasilitas gini",TINGGI
FASILITAS,"banyak kursi di lab kimia yang gaada mejanya, belajarnya terganggu",RENDAH
AKADEMIK,"dosen metode mengajarnya membosankan, tugas jadi terlelet dikumpulkan",SEDANG
KEMAHASISWAAN,"staff layanan administrasi mhs tidak responsif, pelayanan publik yang buruk",RENDAH
LAINNYA,"kantin pusat jamnya singkat, terpaksa keluar kampus",RENDAH
JARINGAN_IT,"bandwidth wifi kampus bgt terbatas, tidak cukup untuk semua mhs",RENDAH
AKADEMIK,"ruang kls terlalu sempit, susah konsen belajar",RENDAH
FASILITAS,"wc gedung d airnya tidak mengalir, mhs jadi susah kalau kebelet",RENDAH
KEUANGAN,beasiswa distribusinya tidak merata dan informasinya tidak sampai ke semua mhs,TINGGI
FASILITAS,"ac di gedung b lantai 3 kelas 3.2 bocor parah jadinya banjir terus gerah bgt, ga konsen belajarnya",RENDAH
AKADEMIK,"sistem sistem krs ui-nya susah dinavigasi, proses akademik terhambat",TINGGI
LAINNYA,"lapangan voli gaada penerangan malam, gabisa dimanfaatkan optimal",SEDANG
KEMAHASISWAAN,"staff hima tidak membantu sama sekali, tidak sesuai standar pelayanan",RENDAH
KEUANGAN,"pembayaran ukt gabisa online, prosesnya jadi bgt lama",TINGGI
KEMAHASISWAAN,"senioritas di unit kemhsan membuat mhs baru tidak nyaman, membuat mhs baru tertekan",RENDAH
FASILITAS,"min, wc di lab biologi kondisinya jorok bgt, tolong segera diperbaiki",RENDAH
FASILITAS,"ac di ruang kls lantai 2 udah lama nda diperbaiki, mati total",KRITIS
LAINNYA,"atm/ bank kampus hanya satu dan sering antre, mhs harus keluar kampus untuk ke atm",SEDANG
FASILITAS,perlengkapan di laboratorium khusus nya di laboratorium botani banyak yang kurang berfungsi dengan baik ,RENDAH
KEMAHASISWAAN,"layanan layanan administrasi pelayanannya kurang, pengurusan jadi lama",RENDAH
LAINNYA,"kantin belakang gedung b jamnya singkat, gaada pilihan sehat",RENDAH
FASILITAS,"wc fakultas ekonomi airnya tidak mengalir sudah lama bgt, harus nahan lama bgt",RENDAH
JARINGAN_IT,"internet di fakultas hukum gabisa diandalkan, gabisa akses spada",RENDAH
AKADEMIK,"ruang kls tidak kondusif, susah konsen belajar",RENDAH
KEMAHASISWAAN,"organisasi tidak aktif, mhs jadi tidak berkembang",RENDAH
LAINNYA,"jalan di area antar gedung gaada lampu penerang malam hari, banjir waktu hujan",RENDAH
KEUANGAN,"ukt prosedur keringanan susah, tapi ac-nya ancur semua",TINGGI
FASILITAS,"parkiran auditorium gada atapnya, kendaraan bisa catnya jadi ancur",SEDANG
KEUANGAN,"pengumuman perubahan biaya tidak sampai ke semua mhs, mhs kaget",RENDAH
KEMAHASISWAAN,"staff sekretariat julidnya parah, tidak enak kalau harus ke sana",RENDAH
JARINGAN_IT,"bandwidth wifi kampus habis di jam sibuk, tidak cukup untuk semua mhs",RENDAH
KEMAHASISWAAN,"layanan unit kemhsan sering tutup, pengurusan jadi bgt lama",RENDAH
AKADEMIK,"bahan ajar tidak lengkap, gabisa fokus",RENDAH
KEUANGAN,"pembayaran biaya kkn gabisa online, mhs jadi bingung",SEDANG
JARINGAN_IT,"bandwidth wifi kampus kurang untuk semua mhs, gabisa kumpul tugas online",RENDAH
KEUANGAN,"ukt prosedur keringanan susah, tapi wifi-nya gabisa diandalkan",TINGGI
FASILITAS,"ac di lab komputer mipa udah lama nda diperbaiki, tidak berfungsi",RENDAH
AKADEMIK,"informasi prosedur skripsi mendadak bgt, mhs dirugikan",TINGGI
JARINGAN_IT,"sinyal di fakultas hukum gabisa untuk data seluler, gabisa upload tugas",RENDAH
KEUANGAN,"seleksi beasiswa tidak transparan, prosesnya tidak adil",TINGGI
AKADEMIK,"krs sering eror, stress bgt ngurusnya",TINGGI
AKADEMIK,"bahan ajar tidak diberikan oleh dosen, mhs jadi malas masuk kls",RENDAH
JARINGAN_IT,"spada down terus tepat saat banyak pengguna, panik bgt",TINGGI
JARINGAN_IT,internet di gedung c bapuk ga stabil padahal butuh buat kls online,RENDAH
LAINNYA,"keamanan gedung saat weekend gaada satpam, sering ada kehilangan motor",KRITIS
LAINNYA,"kebersihan area kampus bgt kotor, tidak nyaman beraktivitas",SEDANG
KEUANGAN,"gaada info resmi tentang penggunaan dana ukt, mhs hanya dengar dari mulut ke mulut",TINGGI
FASILITAS,"musola di gedung a lantai 2 tempat wudhunya ancur, tolong diperhatikan",SEDANG
AKADEMIK,"spada loadingnya lama bgt, susah lihat nilai",RENDAH
AKADEMIK,"dosen tidak memberikan feedback nilai, tugas jadi terlelet dikumpulkan",SEDANG
AKADEMIK,"spada sering down, susah kumpul tugas",TINGGI
AKADEMIK,"jadwal kls bentrok dengan mata kls lain, mhs dirugikan",RENDAH
JARINGAN_IT,koneksi di gedung rektorat lemot parah padahal butuh buat download materi,TINGGI
KEUANGAN,"dana praktikum prosesnya berbelit-belit, mhs dirugikan",RENDAH
JARINGAN_IT,"bandwidth wifi kampus kurang untuk semua mhs, tidak produktif di kampus",TINGGI
KEUANGAN,"transparansi distribusi beasiswa bgt minim, mhs tidak tahu bagaimana seleksinya",TINGGI
KEUANGAN,"dana kegiatan mhs jumlahnya tidak sesuai, mhs yang kena dampaknya",RENDAH
KEMAHASISWAAN,"program pertukaran mhs sosialisasinya kurang, mhs banyak yang tidak tahu",RENDAH
KEMAHASISWAAN,"kegiatan kegiatan ukm kurang dukungan kampus, proses administrasi terhambat",RENDAH
JARINGAN_IT,"spada sering eror tepat deadline pengumpulan tugas, panik bgt",KRITIS
JARINGAN_IT,spada gabisa diakses saat deadline pengumpulan tugas,KRITIS
AKADEMIK,"sistem web akademik ui-nya susah dinavigasi, tugas jadi terlelet dikumpulkan",SEDANG
KEUANGAN,"pengumuman syarat keringanan ukt tidak diinformasikan dengan jelas, mhs yang urgent jadi kesusahan",TINGGI
KEUANGAN,beasiswa informasinya tidak merata dan hanya yang punya koneksi yang dapat,TINGGI
KEMAHASISWAAN,"layanan bagian kemhsan pelayanannya kurang baik, proses administrasi terhambat",RENDAH
JARINGAN_IT,wifi di gedung b lantai 3 lemot parah apalagi siang hari,SEDANG
JARINGAN_IT,wifi kampus gabisa konek apalagi kalau semua mhs pakai,RENDAH
FASILITAS,"lab komputer panas bgt soalnya cuma pajangan, belajarnya terganggu",RENDAH
KEUANGAN,"pembayaran biaya kkn terjadi kesalahan administrasi, mhs yang urgent jadi kesusahan",RENDAH
KEMAHASISWAAN,"pengurusan surat keterangan mhs aktif butuh bgt lama, bgt lama",RENDAH
LAINNYA,"gerbang gerbang 2 pintunya ancur, antrean masuk kampus panjang",SEDANG
LAINNYA,"lingkungan sekitar gedung b lantai 3 gersang gaada pohon, tidak nyaman aktivitas luar",RENDAH
KEUANGAN,"transparansi penggunaan dana ukt kurang, mhs tidak tahu kemana uangnya pergi",TINGGI
KEMAHASISWAAN,"senioritas di lingkungan kampus membuat mhs baru tidak nyaman, membuat mhs baru tertekan",RENDAH
LAINNYA,"area koridor antar gedung gaada tempat duduk, kurang nyaman buat mhs",RENDAH
KEMAHASISWAAN,bem kurang aktif menyuarakan aspirasi mhs soal program beasiswa,TINGGI
FASILITAS,"ruangan di gedung b hampir setiap kelas selalu ada kursi yang tidak punya meja atau mejanya ancur. kalau hanya duduk mungkin bisa, tapi untuk mencatat saat pembelajaran sedang berlangsung itu bgt menyulitkan.",SEDANG
KEUANGAN,"informasi beasiswa mendadak diumumkan, banyak mhs yang layak tidak dapat",TINGGI
FASILITAS,"tolong ac lab komputer segera diperbaiki, mati total dan kita kepanasan parah",KRITIS
FASILITAS,"banyak kursi di gedung a lantai 1 yang rodanya hilang, gabisa fokus",RENDAH
KEMAHASISWAAN,"informasi kompetisi mhs mendadak, mhs banyak yang tidak tahu",RENDAH
KEMAHASISWAAN,"layanan layanan administrasi mhs sering tutup, pengurusan jadi bgt lama",RENDAH
KEUANGAN,"informasi beasiswa hanya untuk yang punya koneksi, mhs kurang mampu jadi dirugikan",TINGGI
FASILITAS,"ac di gedung c berisik bgt, jadi mhs tidak konsen belajar",RENDAH
LAINNYA,"jalan di belakang rektorat sempit bgt, kendaraan jadi ancur",SEDANG
JARINGAN_IT,"spada gabisa diakses tepat jam kls, panik bgt",RENDAH
FASILITAS,"banyak kursi di gedung a lantai 3 yang mejanya patah, nilai bisa jelek soalnya tidak konsen",RENDAH
KEUANGAN,"pengumuman syarat keringanan ukt hanya dari mulut ke mulut, mhs kaget",TINGGI
AKADEMIK,"informasi jadwal seminar hanya dari mulut ke mulut, stress bgt ngurusnya",RENDAH
AKADEMIK,web akademik sering datanya hilang waktu saat uts/uas,KRITIS
AKADEMIK,"dosen sering reschedule mendadak, nilai terancam",TINGGI
FASILITAS,"pintu wc perpus pusat gabisa dikunci, bgt tidak nyaman",RENDAH
JARINGAN_IT,internet di gedung b lantai 2 sering putus padahal butuh buat kls online,RENDAH
FASILITAS,"kamar mandi gedung mipa airnya tidak mengalir, harus nahan lama bgt apalagi kalau kebelet",RENDAH
KEUANGAN,"informasi beasiswa tidak transparan, mhs layak tidak dapat",TINGGI
LAINNYA,"jalan di area antar gedung sempit, banjir waktu hujan",RENDAH
JARINGAN_IT,"wifi gedung b lantai 2 lemot parah, susah download materi kls",TINGGI
JARINGAN_IT,zoom kls online sering lag soalnya wifi gedung a lantai 2 kurang untuk semua mhs,RENDAH
FASILITAS,"ac di prodi akuntansi panasnya parah, jadi kita kepanasan parah",RENDAH
KEUANGAN,"pengumuman perubahan biaya tidak diinformasikan dengan jelas, mhs yang urgent jadi kesusahan",RENDAH
JARINGAN_IT,"jaringan di prodi matematika gabisa diandalkan, susah akses internet",SEDANG
KEMAHASISWAAN,"program bimbingan karir prosedur pendaftarannya ribet, mhs kurang diuntungkan",RENDAH
FASILITAS,"min, wc di gedung a lantai 2 kondisinya airnya tidak mengalir, tolong segera diperbaiki",RENDAH
AKADEMIK,"nilai ada yang salah input, mhs dirugikan",RENDAH
FASILITAS,"fasilitas prodi matematika sudah bgt ketinggalan, kami sudah bayar ukt tepat waktu",TINGGI
JARINGAN_IT,"sinyal seluler di perpus bgt lemah, harus keluar dulu baru bisa internetan",RENDAH
JARINGAN_IT,"server portal akademik overload pas deadline tugas, kls online terganggu",KRITIS
JARINGAN_IT,"wifi gedung b lantai 2 sering disconnect, susah download materi",TINGGI
KEUANGAN,beasiswa seleksinya tidak transparan dan banyak mhs yang berhak tapi tidak dapat,TINGGI
KEUANGAN,ada dosen menjual buku wajib beli yang memberatkan mhs,RENDAH
KEMAHASISWAAN,"layanan sekretariat sering tutup, pengurusan jadi lama",RENDAH
AKADEMIK,"ruang kls tidak sesuai kapasitas mhs, gabisa fokus",RENDAH
FASILITAS,"gaada ruang istirahat di gedung b lantai 3, padahal bgt dibutuhkan",RENDAH
LAINNYA,"keamanan gedung saat weekend cctv tidak berfungsi, mhs tidak merasa aman",RENDAH
KEMAHASISWAAN,hak mhs dalam program beasiswa kurang disosialisasikan,TINGGI
JARINGAN_IT,"wifi gedung b lantai 2 bapuk ga stabil, susah download materi kls",TINGGI
JARINGAN_IT,"wifi fakultas hukum lemot parah, gabisa kumpul tugas online",SEDANG
JARINGAN_IT,"jangkauan wifi gedung a lantai 3 hanya di spot tertentu, susah download materi kls",TINGGI
LAINNYA,"lingkungan sekitar gedung b lantai 3 kurang terawat, tidak mendukung kreativitas mhs",RENDAH
AKADEMIK,spada sering crash tiba-tiba waktu saat jam sibuk,RENDAH
LAINNYA,"lingkungan sekitar prodi matematika kurang terawat, tidak nyaman buat aktivitas luar",SEDANG
LAINNYA,"lapangan futsal tidak terawat, gaada wadah kegiatan olahraga mhs",TINGGI
FASILITAS,lahan parkir di lab komputer sempit bgt jadi sering telat kls,RENDAH
AKADEMIK,"website spada sering eror, belajar jadi terganggu",TINGGI
LAINNYA,"kantin belakang gedung b tempatnya sempit, antrean panjang",SEDANG
LAINNYA,"kebersihan taman kampus jarang dibersihkan, baunya tidak enak",RENDAH
AKADEMIK,"sistem sistem krs ui-nya membingungkan, mhs rugi bgt",TINGGI
