text,category,urgency
Lebih bagus lagi fasilitasnya,FASILITAS,RENDAH
Semoga kedepannya agar bisa lebih baik lagi,LAINNYA,RENDAH
Ruangan UKM yg terlihat dari kantin lebih diberi penerangan dan kebersihan dijaga,FASILITAS,RENDAH
Harapan saya. Semoga saya dipermudah dalam segala urusan di kampus ini??.,LAINNYA,RENDAH
"Harapan saya adalah mampu untuk memberikan fasilitas yang sesuai dengan kebutuhan belajar mengajar, seperti komputer yang seharusnya digunakan saat ada matakuliah yang wajib menggunakan komputer, karena kalau ujungnya mahasiswa tetap menggunakan laptop, kenapa ada lab kalau masih banyak mahasiswa yang harus memiliki laptop dengan spesifikasi tinggi dan harga yang tentunya tidak murah",FASILITAS,RENDAH
supaya ditingkatkan lagi kinerja stikom baik kepada mahasiswa maupun dosen,AKADEMIK,RENDAH
tidak ada sudah sangat baik,LAINNYA,RENDAH
"Harapannya agar mereka terus berinovasi dalam kurikulum, memperluas kerjasama dengan industri, dan memberikan pelatihan dan pembelajaran yang lebih interaktif dan praktis. Hal ini akan membantu lulusan mereka menjadi lebih siap dan relevan dengan tuntutan dunia kerja.",LAINNYA,TINGGI
harapan saya semoga kedepannya stikom bali bisa mengatasi genangan air yang ada di basement,FASILITAS,RENDAH
Meningkatkan kualitas pendidikan dan Meningkatkan kualitas lulusan,LAINNYA,TINGGI
kelas offline semua wkwk,LAINNYA,RENDAH
Harapan saya semoga kedapannya lebih baik lagi dan semakin berkembang kinerja kerjanya,LAINNYA,RENDAH
lebih ditingkatkan lagi prasarana seperti lift.,FASILITAS,RENDAH
Semoga bisa di tingkatkan kedepannya,LAINNYA,RENDAH
lebih ditingkatkan lagi fasilitasnya,FASILITAS,RENDAH
Stikom Bali dapat menambah ruangan belajar sehingga semua mahasiswa dapat belajar dengan secara offline,FASILITAS,RENDAH
harapan saua semoga kedepnnya lebih ditingkatkan lagi,LAINNYA,RENDAH
meluaskan gedung dan parkir,FASILITAS,TINGGI
"untuk form kuesioner fasilitas kalau bisa area klik untuk angkanya diperluas tidak hanya terbatas pada pointer angka saja, karena membuat proses polling menjadi lambat",FASILITAS,TINGGI
harapan saya semoga setikom semakin maju,LAINNYA,RENDAH
Semoga dosen dosen sering cek kehadiran para siswa agar tidak ada yg hadir tapi ditulis tidak hadir,AKADEMIK,RENDAH
"Harapan saya STIKOM Bali terus meningkatkan kenyamanan mahasiswa dalam perkuliahan.Seperti membuat Student hall/Mess Hall dimana mahasiswa bisa berdiskusi,mempromosikan event-event,dan mengembangkat bakat.Menurut saya ini adalah satu langkah yang bisa membuat STIKOM lebih nyaman sebagai sebuah Institusi",LAINNYA,RENDAH
tolong bedakan kelas karyawan dan kelas reguler jangan dijadikan 1,LAINNYA,RENDAH
Harapan saya semoga kedepannya semakin lebih baik lagi,LAINNYA,RENDAH
Jangan sampai air toilet macet,FASILITAS,TINGGI
"Lebih transparansi sama mahasiswa jgn seperti ada yg ditutup tutupi yang pada akhirnya menimbulkan prasangka buruk mahasiswa, minta tolong juga kampusnya di renovasi terutama area lobby kalo bisa diperbagus lagi karena lobby merupakan wajah dari kampus. Selain itu tolong untuk toilet direnov dan rombak total lantai 1-4 apalagi yg cowo sumpah ga layak banget",FASILITAS,RENDAH
Fasilitas yang lebih baik bagi mahasiswa,FASILITAS,RENDAH
Berharap untuk Bapak/Ibu Dosen berkomitmen dalam mengajar mahasiswa didasari motivasi agar para mahasiswa dapat benar benar memahami materi yang ada dengan cara yang menarik bukan dengan cara instan yang menyudutkan mahasiswa,AKADEMIK,RENDAH
"Harapan saya untuk meningkatkan kinerja kampus mungkin bisa dengan meningkatkan fasilitas"" kampus agar lebih memadai.",FASILITAS,RENDAH
"semoga bisa lebih baik lagi dalam pemberian informasi terkait wisuda, Tugas akhir dan Kerja Praktek",AKADEMIK,RENDAH
Semoga semakin IT dan efisien lagi kinerjanya,LAINNYA,RENDAH
semoga fasilitas yang lama diganti dengan yang baru,FASILITAS,RENDAH
semoga pelayanan dan fasilitas ditambah,FASILITAS,RENDAH
semoga semakin baikk,LAINNYA,RENDAH
semoga kedepanya lebih baik lagi dari sekarang,LAINNYA,RENDAH
semoga makin bagus kedepannya,LAINNYA,RENDAH
ditingkatkan lagi kineja kerjanya,LAINNYA,RENDAH
"Memperluas jaringan kerjasama dengan perusahaan untuk menyediakan lebih banyak peluang magang dan kerja bagi mahasiswa, sehingga akan membantu mahasiswa untuk mendapatkan pengalaman praktis yang berharga.",JARINGAN_IT,TINGGI
Sudah cukup baik.,LAINNYA,RENDAH
Tidak adanya denda bayar ukt. Lumayan dendanya 10 persen trims,KEUANGAN,RENDAH
Harapan saya semoga semakin berkembang dan semakin baik,LAINNYA,RENDAH
fasilitas di tambah,FASILITAS,RENDAH
Tingkatkan manajemen parkir dan sarana toilet. Bangku perlu direstorasi,FASILITAS,RENDAH
Perluasan Kerjasama Internasional,LAINNYA,TINGGI
"Harapan saya untuk STIKOM ke depannya adalah agar dapat meningkatkan pelayanan terhadap mahasiswa, terutama bagi mahasiswa kelas karyawan. Saya berharap informasi mengenai sistem perkuliahan yang akan diikuti dapat disampaikan dengan lebih jelas dan mendetail. Secara pribadi, saya merasa sempat mengalami kesulitan karena informasi yang diberikan saat pendaftaran kurang lengkap. Semoga masukan ini dapat menjadi bahan pertimbangan untuk perbaikan ke depan. Terima kasih.",LAINNYA,SEDANG
Lebih maju lagi kampus ini agar bisa bersaing dengan kampus di luar baliatau naik peringkat,LAINNYA,RENDAH
mampu meningkatkan kualitas baik itu kualitas SDM maupun fasilitas yang ada,FASILITAS,RENDAH
dengan mengajar dengan santai dan mudah dipahami,AKADEMIK,RENDAH
Tingkatkan semua agar menjadi lebih baik,LAINNYA,RENDAH
"meningkatkan fasilitas lab, kelas, kantin dan lainnya",FASILITAS,RENDAH
"harapan saya untuk meningkatkan kualitas kampus ini adalah, pelayanan dan infrastrutur diubah agar mahsiswa merasa betah sampai bermalam malam di kampus",LAINNYA,RENDAH
Lebih baik lagi ke depan nya,LAINNYA,RENDAH
harapan saya agar dapat mempertahankan kinerja yang baik,LAINNYA,RENDAH
"Menurut saya, kita harus fokus pada pengembangan kompetensi mahasiswa melalui kurikulum yang relevan dengan kebutuhan industri, serta menyediakan fasilitas dan teknologi terkini yang mendukung proses belajar mengajar.",FASILITAS,RENDAH
Harapan saya semoga kedepannya bisa menerima mahasiswa baru lebih banyak dari angkatan sebelum sebelumnya,LAINNYA,RENDAH
Semoga STIKOM Bali tetap sukses!,LAINNYA,RENDAH
Kinerja di stikom sudah sangat meningkat semoga nantinya lebih baik lagi.,LAINNYA,RENDAH
"Diharapkan kampus dapat menyelenggarakan pelatihan rutin untuk meningkatkan keterampilan dosen dalam menyusun dan menyampaikan materi dengan jelas dan menarik. Karena ada beberapa dosen yang kurang dalam menyampaikan materi, sehingga materi sulit dipahami.",AKADEMIK,SEDANG
smog lebih back lag kedepannya,FASILITAS,RENDAH
"Saya belum menemukan kesulitan dalam pelayanan atau fasilitas di SIKOM Bali, karena saya masih Mahasiswa Baru",FASILITAS,RENDAH
"saya harap komunikasi antar warga ITB STIKOM Bali jadi lebih baik, dan tentunya satu persepsi",LAINNYA,RENDAH
harapan nya agar kampus stikom lebih berkembang lagi dan memperluas jangkauan kampus dari segi bangunan dan kelas,FASILITAS,TINGGI
Saya tidak tahu mau berharap apa lagi karena untuk sekarang stikom bali sudah jauh melebihi harapan saya,LAINNYA,RENDAH
"Saya berharap kampus ini terus berkembang menjadi lembaga pendidikan yang unggul dan mampu mencetak generasi muda yang kompeten, kreatif, dan berintegritas tinggi.",LAINNYA,RENDAH
semoga semakin ramah kedepannya,LAINNYA,RENDAH
tidak ada bagi saya sudah cukup baik.,LAINNYA,RENDAH
supaya meningkat fasilitas seperti proyektor agar tidak berwana hijau,FASILITAS,RENDAH
Memperluas parkiran,FASILITAS,TINGGI
Tidak ada usulan,LAINNYA,RENDAH
"harapan saya adalah , stikom bali lebih meningkatkan lagi fasilitas belajar dan mengajar agar semua warga kampus merasa nyaman dan aman:)",FASILITAS,RENDAH
harapan saya kepada itb stikom bali semoga kedepannya lebih bagus lagi,LAINNYA,RENDAH
tingkatkan terus,LAINNYA,RENDAH
"SEMOGA PERPUSTAKAANNYA DAN LOUNGE MAHASISWA MENGERJAKAN TUGAS MAKIN BESAR, LUAS DAN NYAMAN. SELAIN ITU SEDIAKAN FASILITAS MAHASISWA MENGERJAKAN TUGAS SELAIN DI PERPU DAN KANTIN. BUATLAH LOUNGE KHUSUS LAGI. SEMOGA FASILITAS STIKOM BALI BISA SEMAKIN ISTIMEWAH DAN MENARIK. JADI MAHASISWA BETAH KE KAMPUS. TERIMA KASIH.",FASILITAS,TINGGI
Meningkatkan kualitas sarana dan prasarana yang lain,LAINNYA,RENDAH
Tolong fasilitas di kelas maupun lab ITB STIKOM Bali Jimbaran di cek secara berkala agar proses pembelajaran tidak terganggu,FASILITAS,TINGGI
Kelayakan fasilitas sarana dan prasarana,FASILITAS,RENDAH
Peningkatan sarana dan prasarana dan tempat parkir kendaraan.,FASILITAS,RENDAH
Semoga lebih banyak fasilitas yang baik,FASILITAS,RENDAH
Kelas Online di perbanyak,LAINNYA,RENDAH
Tetap konsisten,LAINNYA,RENDAH
menyediakan layanan kesejahtaraan mahasiswa dan dukungan psikologis untuk membantu mahasiswa mengelola tekanan akademik dan kehidupan sehari-hari,AKADEMIK,RENDAH
"Untuk parkir perlu di perluas lagi, karena saya tidak mau kendaraan saya terkena hujan, karena baru saja di cuci.",FASILITAS,TINGGI
mempercepat akses login pada website sion,LAINNYA,RENDAH
Semoga kedepannya pelayanan nya di tingkat lagi,LAINNYA,RENDAH
Dipertahankan kualitas yang ada,LAINNYA,RENDAH
semoga stikom bisa memberikan pelayanan terbaik untuk hal kirim surat menyuray agar tidak simpang siut informasi dsri satu staff di kampus dengan staff lainnya,LAINNYA,RENDAH
Mungkin untuk kedepannya semoga lebih baik lagi dan dan tetap yaitu always the first,LAINNYA,RENDAH
Semoga menjadi lebih baik,LAINNYA,RENDAH
Trus untuk melakukan kebaikan jika melakukan dengan hati niscaya maka kita di bukankan pintu berkah,LAINNYA,RENDAH
semoga cepet memperbaiki kualitas pelayanan deh. kurang2in lempar2 mahasiswa kesana kemari. kurang2in ghosting dan nggk bales chat.,LAINNYA,SEDANG
"Bisa bekerja sama dengan kampus-kampus lainnya. Selain itu, harapan saya untuk fasilitas dan kelayakan kantin STIKOM bisa lebih baik",FASILITAS,RENDAH
saya harap agar tetap di jaga kinerja bagus yang sudah ada,LAINNYA,RENDAH
"Harapan saya untuk stikom kedepannya agar fasilitas toilet lebih diperhatikan lagi, masih banyak pintu toilet yang rusak dan minim nya tisu toilet. Serta, pada saat perwalian website Krs sering kali mengalami error.",FASILITAS,TINGGI
Semoga kedepan lebih baik lagi dari tahun sebelumnya,LAINNYA,RENDAH
lebih selektif memilih dosen pembimbing,AKADEMIK,RENDAH
semoga semakin meningkat lagi,LAINNYA,RENDAH
Memperkuat sistem tata kelola yang transparan dan akuntabel,LAINNYA,RENDAH
Lebih fast respon dalam keluhan mahasiswa,LAINNYA,RENDAH
"Meningkatkan peran serta dan partisipasi mahasiswa, Meningkatkan kepuasan mahasiswa melalui peningkatan mutu kegiatan akademik",AKADEMIK,TINGGI
Kemudahan akses website,LAINNYA,RENDAH
Semakin membaik,LAINNYA,RENDAH
"tidak ada, sudah baik",LAINNYA,RENDAH
semoga kedepannya dapat lebih baik lagi dan saling bahu membahu untuk mewujudkan kinerja yang lebih baik,LAINNYA,RENDAH
Untuk saat ini sudah sangat baik.,LAINNYA,RENDAH
Menambah potongan spp kelas unggulan di semester depan,LAINNYA,RENDAH
lebih ditingkatkan lagi kinerja yang sudah bagus,LAINNYA,RENDAH
Harapan saya agar kedepan lebih baik lagi,LAINNYA,RENDAH
"Semoga fasilitas yang menunjang pembelajaran bisa ditingkatkan karena sekarang masih ada beberapa computer di lab yang lag, koneksi internet yg cukup lambat dan kualitas proyektor yg belum ditingkatkan",FASILITAS,SEDANG
"Semua sudah baik, semoga semua dapat ditingkatkan lag",LAINNYA,RENDAH
pertahankan yg sdh terbaik dan perbaiki lg yg kurang,LAINNYA,SEDANG
semoga bisa meningkatkan kejelasan dalam memberikan informasi dan tidak membuat mahasiswa bingung,LAINNYA,RENDAH
Harapan saya harapkan semoga untuk kegiatan belajar mengajarnya lebih ditingkatkan lagi dan untuk dosen jangan kecepatan ngomongnya,AKADEMIK,RENDAH
"Tidak ada, sudah cukup bagus",LAINNYA,RENDAH
Kembangkan fitur kaitan akun agar lebih mudah dapat info pembayaran ukt dan penjelasan mengenai mata kuliah pilihan,KEUANGAN,RENDAH
Selalu meningkatkan kinerja,LAINNYA,RENDAH
Harapan saya agar mahasiswa bisa kuliah secara offline untuk menikmati fasilitas tersebut,FASILITAS,TINGGI
semoga kedepannya stikom bali bisa meningkatkan fasilitas-fasilitas yang ada,FASILITAS,RENDAH
Sampai saat ini belum ada,LAINNYA,RENDAH
TIDAK BISA BERHARAP,LAINNYA,RENDAH
Saran : Saat sebuah kelas dijatuhkan mohon memberikan peringatan yang gede di sion,LAINNYA,RENDAH
"Biaya kuliah malah sesuai dengan kualitas dosen dan prasarananya...wifi ja susah , perpus kecil kelas kecil dan dosen suka jarang ngajar",JARINGAN_IT,SEDANG
Tingkatkan kebersihan,LAINNYA,RENDAH
Semoga dosen bisa lebih dekat dengan mahasiswa saat pembelajaran agar mahasiswa bisa lebih nyaman belajar (tidak tegang),AKADEMIK,RENDAH
Tidak ada teruslah lakukan seperti biasanya,LAINNYA,RENDAH
sarana dan prsarana lebih ditingkatkan,LAINNYA,RENDAH
semoga diperpustkaan ada fasilitas wifi nya,FASILITAS,RENDAH
agar fasilitas lab lebih baik,FASILITAS,RENDAH
harapan saya untuk stikom bali adalah untuk meningkatkan cara mengajar yang intens,AKADEMIK,RENDAH
Harapan saya kedepanya semoga tugas yang diberikan dosen tidak susah susah,AKADEMIK,SEDANG
semoga kampusnya lebih besar dan tersedia banyak kelas,LAINNYA,RENDAH
kekurangan kelas offline saat perwalian,LAINNYA,SEDANG
Memperbarui ruang kelas dan meningkatkan fasilitas kampus,FASILITAS,RENDAH
Semoga kedepannya STIKOM Bali semakin mempertahankan kinerjanya dengan memberikan berbagai fasilitas perkuliahan yg layak.,FASILITAS,RENDAH
Adakah GMTI seperti dulu,LAINNYA,RENDAH
"masih ada fasilitas yang kurang memadai di dalam laboratorium, saya harap fasilitas tersebut bisa diperbaiki atau diberikan fasilitas yang baru",FASILITAS,SEDANG
semoga kedepan nya stikom makin bagus dan dapat dipertahankan,LAINNYA,RENDAH
"semoga stikom kedepannya semakin di depan, always the first",LAINNYA,RENDAH
"Pencarian civitas mahasiswa terkadang tidak memunculkan hasil. Semoga fitur ini dapat ditingkatkan lagi seperti fitur pencarian civitas dosen yang mana fitur ini sudah bekerja dengan maksimal?? Dan juga buatkan validasi untuk kuisioner ini karena ketika saya sebelumnya sudah mengisi formulir dan ingin menyimpannya. Tetapi, setelah saya menekan tombol simpan, website tidak melakukan hal apapun dan tidak muncul validasi apa-apa dan itu membuat saya kebingungan. Untuk fitur form seperti kuisioner, harap setiap jawaban yang belum disimpan oleh user dapat disimpan sebagai draft agar user tidak mengulangi mengisi formulir. Saya harap UI dari e-krs lebih baik lagi",AKADEMIK,RENDAH
"Tolong ac dan kursi rusak di ganti, ganyaman belajar di kelas",FASILITAS,TINGGI
semoga fasilitas sarana dan prasarana perkuliahan diperbaiki,FASILITAS,RENDAH
Terus menjadi yang terbaik,LAINNYA,RENDAH
Terus meningkatkan kinerja stikom bali,LAINNYA,RENDAH
meningkatkan kinerja server kaena beberapakali saya tidak bisa masuk atau lambat loadingnya,LAINNYA,SEDANG
semua tolong di tingkatkan lg,LAINNYA,RENDAH
saya tidak ada usulan karena saya masih istilahnya baru di sini jadi saya ingin mengamati lebih jauh lagi,LAINNYA,TINGGI
Semoga bisa semakin cepat dalam memberikan update terkait informasi tertentu.,LAINNYA,RENDAH
"lebih transparan, lebih baik lagi untuk wali",LAINNYA,RENDAH
Meningkatkan fasilitas pembelajaran dalam kelas dan peningkatan kualitas kurikulum dan pengajar,FASILITAS,RENDAH
untuk proses informasi harap bisa di tingkatkan,LAINNYA,RENDAH
Tingkatkan lagi kualitas stikom bali dari baik sekali menjadi super duper baik,LAINNYA,RENDAH
Harga sesuai kualitas,LAINNYA,RENDAH
saya harap stikom semakin berkembang,LAINNYA,RENDAH
lulus secepatnya,LAINNYA,RENDAH
lebih dari yang sekarang,LAINNYA,RENDAH
Tolong tingkatkan cara mendidik dosen,AKADEMIK,RENDAH
fasilitas wifi di kelas lambat,FASILITAS,SEDANG
saya harap Stikom dapat meningkatkan sarana prasana toilet,FASILITAS,RENDAH
"membuat program transfer murid antar kampus luar provinsi/negara supaya mahasiswa bisa mengenal situasi baru dan relasi baru, meluaskan tempat parkir, dan meningkatkan cctv di area parkir supaya meminimalisir pencurian helm di area kampus",FASILITAS,TINGGI
Harapannya semoga sistem sionya terus diupdate,LAINNYA,RENDAH
Semoga stikom bisa menjadi universitas kedepannya,LAINNYA,RENDAH
"tambahkan gedung supaya mahasiswa yang ingin offline tidak dipaksa memilih kelas daring,agar bisa membangun relasi dikelas dan tidak daring terus",FASILITAS,RENDAH
Ada dosen yang kurang efektif mengajar mahasiswa,AKADEMIK,SEDANG
Untuk pelayanan via online masih bisa ditingkatkan lagi,LAINNYA,RENDAH
harapan saya semoga kedepannya bisa lebih baik daro sebelumnya,LAINNYA,RENDAH
Harapan agar STIKOM Bali kedepannya akan menjadi universitas terbaik se Indonesia,LAINNYA,RENDAH
harapan saya agar terus mengembangkan sistem yang sudah ada agar lebih baik lagi kedepannya,LAINNYA,RENDAH
Mungkin peningkatan kecepatan dalam memproses surat menyurat,LAINNYA,RENDAH
perbaiki kualitas wifi untuk mahasiswa,JARINGAN_IT,RENDAH
Semoga stikom semakin maju0,LAINNYA,RENDAH
Perlu ditingkatkan,LAINNYA,RENDAH
Meningkatkan fasilitas yang lebih,FASILITAS,RENDAH
"harapan saya parkiran di perbaiki dan di perluas karena setiap acara akan selalu membludak dan ketika hujan pasti akan banjir, dan tolong pengawasan satpam di pertegas!",FASILITAS,TINGGI
Harapannya agar terus semangat,LAINNYA,RENDAH
"hal yang perlu ditingkatkan adalah, pembawaan materi dari dosen teori seharusnya sinkron dengan dosen praktikum",AKADEMIK,RENDAH
"Tingkatkan fasilitas di kampus, seperti Kantin, Parkiran, dan Lobby karena saya lihat masih banyak yang kotor dan dapat ditingkatkan. Terima kasih",FASILITAS,SEDANG
Harapan saya semoga bisa ditingkatkan dan menjadi lebih baik,LAINNYA,RENDAH
Harapannya untuk bpk/ibu dosen semoga bisa memaklumi mahasiswa yg kuliah sambil bekerja.,AKADEMIK,RENDAH
Memberikan ruang komunikasi langsung apabila terkendala ada dosen pengajar dan pembimbing yang kurang cepat atau lambat dalam memberikan respon khususnya kebutuhan informasi bagi mahasiswa karyawan,AKADEMIK,SEDANG
Semoga bisa lebih berkembang dan bisa semakin maju lagi.,LAINNYA,RENDAH
dimohon untuk menambahkan notifikasi sion dan e-learning kalo bisa,LAINNYA,RENDAH
Semoga bisa terdaftar di google developer school comunity,LAINNYA,RENDAH
Parkiran yang diperluas,FASILITAS,TINGGI
kamar mandi yang perlu di perbaiki,LAINNYA,RENDAH
untuk pembayaran denda semester bisa lansung melalui kampus.,KEUANGAN,RENDAH
Harapan saya kedepanya kinerja kampus ITB STIKOM BALI adalah Menyediakan kurikulum yang relevan dengan perkembangan teknologi terkini.,LAINNYA,RENDAH
untuk saat ini sudah sangat bagus,LAINNYA,RENDAH
Untuk lebih mem,LAINNYA,RENDAH
"Memperbarui fasilitas kampus, memperlebar parkir, tolong pindah ruang bem dll dikantin menurut saya terlihat kurang baik.",FASILITAS,SEDANG
dipermudah lagi dalam berorganisasi,LAINNYA,TINGGI
semoga untuk akademik yang di teams lebih fast respond,AKADEMIK,RENDAH
perbanyak dosen,AKADEMIK,RENDAH
Sarana dan prasarana untuk pembelajaran mohon ditambah atau di update agar proses belajar semakin efektif,LAINNYA,RENDAH
Semoga sarana prasarana bisa lebih baik untuk menunjang kegiatan mahasiswa,KEMAHASISWAAN,RENDAH
"Harapan ke depannya adalah peningkatan stabilitas sistem khususnya dalam jam sibuk agar layanan tetap optimal. Selain itu, diharapkan juga adanya pembaruan konten dan fitur yang lebih interaktif pada E-Library dan Website untuk menunjang kebutuhan mahasiswa.&quot; E",LAINNYA,RENDAH
semoga kedepan bisa lebih baik dan tambahan fasilitas,FASILITAS,RENDAH
sudah baik saat ini,LAINNYA,RENDAH
semoga fasilitasnya bisa ditingkatkan lagi untuk mendukung kenyamanan dalam kegiatan belajar mengajar,FASILITAS,RENDAH
mungkin fasilitas ditingkatkan lagi,FASILITAS,RENDAH
Intropeksi diri aja dan diperlukan evaluasi,LAINNYA,TINGGI
Semoga sistem perwalian semakin baik,LAINNYA,RENDAH
Semoga STIKOM Bali bisa lebih maju dan meningkatkan akreditasnya,LAINNYA,RENDAH
semoga lebih baik dan amanah,LAINNYA,RENDAH
Always the first,LAINNYA,RENDAH
harapan saya terus ditingkatkan,LAINNYA,RENDAH
Terus kembangkan berbagai hal untuk meningkatkan kinerja stikom bali,LAINNYA,RENDAH
Harapannya free wifi lancar,JARINGAN_IT,RENDAH
"Harapan saya agar STIKOM Bali dapat memaintain segala aspek mulai dari kinerja, fasilitas dan hal - hal lain untuk mendukung pendidikan bagi mahasisiwa.",FASILITAS,RENDAH
semoga kedepannya tidak hanya dari segi fasilitas namun dari berbagai aspek dapat ditingkatkan,FASILITAS,RENDAH
Memberikan info seperti pembayaran ataupun seminar tolong lebih awal karena sulit mengatur waktu,KEUANGAN,RENDAH
parkiran kampus,FASILITAS,RENDAH
lebih diintens dalam memberikan layanan dan info ke mahasiswa,LAINNYA,RENDAH
dosen lebih memberikan contoh dalam pelaksanaan praktikum agar lebih mudah dimengerti,AKADEMIK,RENDAH
Membangun gedung lagi,FASILITAS,RENDAH
"mungkin untuk perawatan fasilitasnya, seperti kursi dikelas banyak yang miring",FASILITAS,RENDAH
Semoga stikom memberikan fasilitas yang lebih baik lagi kedepannya,FASILITAS,RENDAH
Harapan saya semoga kinerja yang di lakukan bisa ditingkatkan kembali,LAINNYA,RENDAH
Perbagus Kantin,LAINNYA,RENDAH
"Saran saya SION dan lms dibuat kan aplikasinya supaya mahasiswa bisa mendapatkan informasi yg mudah diakses dan diuntungkan lagi dengan fitur notifikasi karena terkadang mahasiswa tidak bisa tahu jadwal penting seperti perwalian, dll.",AKADEMIK,RENDAH
Saya harap kinerja bisa lebih baik,LAINNYA,RENDAH
smoga semakin sukses,LAINNYA,RENDAH
"saya harap proyektor di beberapa kelas dapat di perbaiki , karena saya pernah ketika mengikuti kelas dan ketika proyektornya di gunakan proyektornya tidak dapat memvisualisasikan pelajaran yang di berikan dosen",FASILITAS,RENDAH
mengevaluasi kinerja dosen,AKADEMIK,TINGGI
"Permasalahan lift menjadi sesuatu yang terjadi secara berulang-ulang, problemnya mungkin bukan dari tempatnya tapi dari penyangga diatas atau dibawah. Jika ingin diperbaiki, harus dirombak total",FASILITAS,RENDAH
Tolong ganti proyektor di kelas - kelas dengan TV Digital agar terlihat lebih jelas dan juga mengganti bangku - bangku yang sudah rusak di kelas - kelas,FASILITAS,TINGGI
Evaluasi di setiap bidang,LAINNYA,TINGGI
Semoga terus maju dan berkembang agar bisa berguna untuk bangsa dan negara.,LAINNYA,RENDAH
Selalu menjaga yang terbaik,LAINNYA,RENDAH
Meningkatkan kualitas fasilitas di kampus,FASILITAS,RENDAH
semoga sukses kedepannya,LAINNYA,RENDAH
Harapan yang dapat saya sampaikan ialah meningkatkan speed WiFi pada setiap ruangan kampus yang ada.,FASILITAS,RENDAH
Selalu ditingkatkan,LAINNYA,RENDAH
semoga kedepannya stikom bisa lebih baik lagi,LAINNYA,RENDAH
Supaya bisa menjadi lebih baik,LAINNYA,RENDAH
Pertahankan dan Tingkatkan dalam berbagai fasilitas,FASILITAS,RENDAH
Harapannya untuk dipermudah untuk semua pelaksanaan akademik dilakukan secara online,AKADEMIK,RENDAH
Harapan saya semoga beberapa fasilitas yang kurang akan segera ditingkatkan lagi dan mempertahankan kinerja yang sudah dilakukan serta meningkatkannya,FASILITAS,SEDANG
menambah fasilitas yang mendukung kenyamanan mahasiswa dalam beraktivitas di kampus,FASILITAS,RENDAH
Menjadi semakin baik,LAINNYA,RENDAH
Sediakan di Sion flowchart pembuatan TA.,FASILITAS,RENDAH
agar menjadi lebih baik kedepannya,LAINNYA,RENDAH
semoga kinerjanya terus meningkat,LAINNYA,RENDAH
lebih maju lagi dan mendukung program ukm yang ada di kampus,KEMAHASISWAAN,RENDAH
kantin kampus tolong di renovasi agar lebih nyaman,LAINNYA,RENDAH
Semoga lebih diperhatikan lagi kinerja yang belum/kurang baik,LAINNYA,SEDANG
Semoga ditingkatkan lagi,LAINNYA,RENDAH
seoga semakin sukses,LAINNYA,RENDAH
Tetap pertahankan kualitas kinerja dan tingkatkan kualitas kinerja,LAINNYA,RENDAH
"Semoga kedepannya Stikom dapan menjadi kampus IT terbesar di Bali, dan semoga dari kampus renon dan jimbaran suatu saat bisa bersatu dan mempunya Gedung yang msnggambungkan 2 cabang kampus tersebut.",FASILITAS,RENDAH
harapan saya stikom menjadi lebih baik lagi di masa depan,LAINNYA,RENDAH
"Tidak ada, semua sudah cukup bagus",LAINNYA,RENDAH
bisa terus di tingkatkan,LAINNYA,RENDAH
Semoga sistem Teknologi di stikom semakin maju,LAINNYA,RENDAH
Harapan saya agar semua dosen mengisi jam matkul,AKADEMIK,RENDAH
"Mohon untuk perbanyak komunikasi agar tidak terjadinya banyak miskomunikasi, dan siapkan segala SOP untuk segala prosedur yang dilaksanakan secara dadakan (Ujian Komprehensif, Publikasi, dll)",LAINNYA,TINGGI
"tidak ada, karena semuanya sudah sangat bagus",LAINNYA,RENDAH
TETAP SEMANGAT DAN TERUS KEMBANGKAN SISTEM PENDIDIKAN DI KAMPUS STIKOM,LAINNYA,RENDAH
harapan saya semoga tetap seperti ini,LAINNYA,RENDAH
"Beberapa jadwal mata kuliah di kelas Eksekutif berbenturan dengan jadwal mata kuliah yang lain, sehingga jadwal perkuliahan ada yg tidak sesuai dengan jadwal yang tercantum",AKADEMIK,RENDAH
"Semoga tahun kedepan untuk fasilitas kampus diperbaiki, agar membuat nyaman para mahasiswa/i dalam melaksanakan kegiatan dikampus. Selain itu untuk infomasi yang diberikan bisa lebih diperjelas",FASILITAS,RENDAH
Lebih di tingkatkan lagi,LAINNYA,RENDAH
Semoga stikom dapat memiliki Aplikasi cek suka mahasiswa,LAINNYA,RENDAH
Semoga Kampus stikom Bali lebih baik kedepannya,LAINNYA,RENDAH
semoga kedepannnya memberikan fasilitas yang lebih baik lagi,FASILITAS,RENDAH
"lebih cepat tanggap, tidak dilempar-lempar dalam memberikan informasi.",LAINNYA,RENDAH
semua aspek sudah bagus tapi titingkatkan Segala Aspeknya lagi,LAINNYA,RENDAH
semoga dosen bisa memberi keringanan bagi mahasiswa yg bekerja,AKADEMIK,RENDAH
Tetap konsisten serta berorientasi pada perubahan kearah yang lebih baik,LAINNYA,TINGGI
ditingkatkan lagi,LAINNYA,RENDAH
ya semoga lebih baik aja deh,LAINNYA,RENDAH
semoga kanti lebih luas lagi,LAINNYA,TINGGI
Saya harap ada keringanan pembayaran wisuda bagi mahasiswa yang dapat menyelesaikan pendidikan S1-nya sebelum 4 thn,AKADEMIK,RENDAH
menjaga serta meningkatkan kualitas yang telah ada saat ini,LAINNYA,RENDAH
semoga kedepanya lebih ditingkatkan supaya menjadi lebih baik dan bisa menjadi kampus top di Bali,LAINNYA,RENDAH
